,movie,year,imdb,metascore,votes
0,Batman Begins,2005,8.2,70,1239267
1,V for Vendetta,2005,8.2,62,980130
2,Sin City,2005,8.0,74,724969
3,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,673170
4,Harry Potter and the Goblet of Fire,2005,7.7,81,509435
5,Mr. & Mrs. Smith,2005,6.5,55,430465
6,Charlie and the Chocolate Factory,2005,6.6,72,402931
7,War of the Worlds,2005,6.5,73,398532
8,King Kong,2005,7.2,81,376206
9,The 40-Year-Old Virgin,2005,7.1,73,375626
10,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,349832
11,Madagascar,2005,6.9,57,346070
12,Wedding Crashers,2005,6.9,64,321109
13,Brokeback Mountain,2005,7.7,87,308374
14,Fantastic Four,2005,5.7,40,302873
15,The Island,2005,6.8,50,292666
16,Constantine,2005,7.0,50,288925
17,Hitch,2005,6.6,58,284990
18,Lord of War,2005,7.6,62,283892
19,Serenity,2005,7.8,74,275417
20,Kingdom of Heaven,2005,7.2,63,256370
21,Pride & Prejudice,2005,7.8,82,238139
22,Corpse Bride,2005,7.3,83,230495
23,Saw II,2005,6.6,40,223457
24,Walk the Line,2005,7.8,72,222448
25,A History of Violence,2005,7.4,81,215399
26,Thank You for Smoking,2005,7.6,71,208529
27,Kiss Kiss Bang Bang,2005,7.5,72,206935
28,Munich,2005,7.5,74,203027
29,Match Point,2005,7.6,72,196759
30,The Descent,2005,7.2,71,190669
31,Transporter 2,2005,6.3,56,184514
32,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,180910
33,Cinderella Man,2005,8.0,69,169769
34,Jarhead,2005,7.0,58,166141
35,Hostel,2005,5.9,55,162933
36,The Longest Yard,2005,6.4,48,155029
37,Hard Candy,2005,7.1,58,149452
38,Flightplan,2005,6.3,53,146907
39,Green Street Hooligans,2005,7.5,55,136364
40,Batman Begins,2005,8.2,70,1239267
41,V for Vendetta,2005,8.2,62,980130
42,Sin City,2005,8.0,74,724969
43,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,673170
44,Harry Potter and the Goblet of Fire,2005,7.7,81,509435
45,Mr. & Mrs. Smith,2005,6.5,55,430465
46,Charlie and the Chocolate Factory,2005,6.6,72,402931
47,War of the Worlds,2005,6.5,73,398532
48,King Kong,2005,7.2,81,376206
49,The 40-Year-Old Virgin,2005,7.1,73,375626
50,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,349832
51,Madagascar,2005,6.9,57,346070
52,Wedding Crashers,2005,6.9,64,321109
53,Brokeback Mountain,2005,7.7,87,308374
54,Fantastic Four,2005,5.7,40,302873
55,The Island,2005,6.8,50,292666
56,Constantine,2005,7.0,50,288925
57,Hitch,2005,6.6,58,284990
58,Lord of War,2005,7.6,62,283892
59,Serenity,2005,7.8,74,275417
60,Kingdom of Heaven,2005,7.2,63,256370
61,Pride & Prejudice,2005,7.8,82,238139
62,Corpse Bride,2005,7.3,83,230495
63,Saw II,2005,6.6,40,223457
64,Walk the Line,2005,7.8,72,222448
65,A History of Violence,2005,7.4,81,215399
66,Thank You for Smoking,2005,7.6,71,208529
67,Kiss Kiss Bang Bang,2005,7.5,72,206935
68,Munich,2005,7.5,74,203027
69,Match Point,2005,7.6,72,196759
70,The Descent,2005,7.2,71,190669
71,Transporter 2,2005,6.3,56,184514
72,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,180910
73,Cinderella Man,2005,8.0,69,169769
74,Jarhead,2005,7.0,58,166141
75,Hostel,2005,5.9,55,162933
76,The Longest Yard,2005,6.4,48,155029
77,Hard Candy,2005,7.1,58,149452
78,Flightplan,2005,6.3,53,146907
79,Green Street Hooligans,2005,7.5,55,136364
80,Batman Begins,2005,8.2,70,1239267
81,V for Vendetta,2005,8.2,62,980130
82,Sin City,2005,8.0,74,724969
83,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,673170
84,Harry Potter and the Goblet of Fire,2005,7.7,81,509435
85,Mr. & Mrs. Smith,2005,6.5,55,430465
86,Charlie and the Chocolate Factory,2005,6.6,72,402931
87,War of the Worlds,2005,6.5,73,398532
88,King Kong,2005,7.2,81,376206
89,The 40-Year-Old Virgin,2005,7.1,73,375626
90,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,349832
91,Madagascar,2005,6.9,57,346070
92,Wedding Crashers,2005,6.9,64,321109
93,Brokeback Mountain,2005,7.7,87,308374
94,Fantastic Four,2005,5.7,40,302873
95,The Island,2005,6.8,50,292666
96,Constantine,2005,7.0,50,288925
97,Hitch,2005,6.6,58,284990
98,Lord of War,2005,7.6,62,283892
99,Serenity,2005,7.8,74,275417
100,Kingdom of Heaven,2005,7.2,63,256370
101,Pride & Prejudice,2005,7.8,82,238139
102,Corpse Bride,2005,7.3,83,230495
103,Saw II,2005,6.6,40,223457
104,Walk the Line,2005,7.8,72,222448
105,A History of Violence,2005,7.4,81,215399
106,Thank You for Smoking,2005,7.6,71,208529
107,Kiss Kiss Bang Bang,2005,7.5,72,206935
108,Munich,2005,7.5,74,203027
109,Match Point,2005,7.6,72,196759
110,The Descent,2005,7.2,71,190669
111,Transporter 2,2005,6.3,56,184514
112,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,180910
113,Cinderella Man,2005,8.0,69,169769
114,Jarhead,2005,7.0,58,166141
115,Hostel,2005,5.9,55,162933
116,The Longest Yard,2005,6.4,48,155029
117,Hard Candy,2005,7.1,58,149452
118,Flightplan,2005,6.3,53,146907
119,Green Street Hooligans,2005,7.5,55,136364
120,Batman Begins,2005,8.2,70,1239267
121,V for Vendetta,2005,8.2,62,980130
122,Sin City,2005,8.0,74,724969
123,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,673170
124,Harry Potter and the Goblet of Fire,2005,7.7,81,509435
125,Mr. & Mrs. Smith,2005,6.5,55,430465
126,Charlie and the Chocolate Factory,2005,6.6,72,402931
127,War of the Worlds,2005,6.5,73,398532
128,King Kong,2005,7.2,81,376206
129,The 40-Year-Old Virgin,2005,7.1,73,375626
130,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,349832
131,Madagascar,2005,6.9,57,346070
132,Wedding Crashers,2005,6.9,64,321109
133,Brokeback Mountain,2005,7.7,87,308374
134,Fantastic Four,2005,5.7,40,302873
135,The Island,2005,6.8,50,292666
136,Constantine,2005,7.0,50,288925
137,Hitch,2005,6.6,58,284990
138,Lord of War,2005,7.6,62,283892
139,Serenity,2005,7.8,74,275417
140,Kingdom of Heaven,2005,7.2,63,256370
141,Pride & Prejudice,2005,7.8,82,238139
142,Corpse Bride,2005,7.3,83,230495
143,Saw II,2005,6.6,40,223457
144,Walk the Line,2005,7.8,72,222448
145,A History of Violence,2005,7.4,81,215399
146,Thank You for Smoking,2005,7.6,71,208529
147,Kiss Kiss Bang Bang,2005,7.5,72,206935
148,Munich,2005,7.5,74,203027
149,Match Point,2005,7.6,72,196759
150,The Descent,2005,7.2,71,190669
151,Transporter 2,2005,6.3,56,184514
152,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,180910
153,Cinderella Man,2005,8.0,69,169769
154,Jarhead,2005,7.0,58,166141
155,Hostel,2005,5.9,55,162933
156,The Longest Yard,2005,6.4,48,155029
157,Hard Candy,2005,7.1,58,149452
158,Flightplan,2005,6.3,53,146907
159,Green Street Hooligans,2005,7.5,55,136364
160,The Departed,2006,8.5,85,1118657
161,The Prestige,2006,8.5,66,1109443
162,300,2006,7.6,52,708087
163,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,628859
164,Pan's Labyrinth,2006,8.2,98,589619
165,Casino Royale,2006,8.0,80,553869
166,Blood Diamond,2006,8.0,64,475353
167,X-Men: The Last Stand,2006,6.7,58,465759
168,Children of Men,2006,7.9,84,440940
169,Little Miss Sunshine,2006,7.8,80,420537
170,The Pursuit of Happyness,2006,8.0,64,420148
171,The Da Vinci Code,2006,6.6,46,382755
172,The Devil Wears Prada,2006,6.9,62,350908
173,Cars,2006,7.1,73,344567
174,The Illusionist,2006,7.6,68,343398
175,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,339751
176,The Lives of Others,2006,8.4,89,336301
177,Inside Man,2006,7.6,76,321832
178,Mission: Impossible III,2006,6.9,66,315594
179,Night at the Museum,2006,6.4,48,297556
180,Lucky Number Slevin,2006,7.7,53,292298
181,Click,2006,6.4,45,291788
182,Deja Vu,2006,7.0,59,282521
183,Babel,2006,7.4,69,278932
184,Apocalypto,2006,7.8,68,277054
185,Superman Returns,2006,6.0,72,264592
186,Ice Age: The Meltdown,2006,6.8,58,243622
187,The Holiday,2006,6.9,52,230330
188,The Fast and the Furious: Tokyo Drift,2006,6.0,45,227667
189,Crank,2006,6.9,57,226559
190,Perfume: The Story of a Murderer,2006,7.5,56,225312
191,The Fountain,2006,7.2,51,220456
192,Stranger Than Fiction,2006,7.6,67,211421
193,Silent Hill,2006,6.5,31,207186
194,Rocky Balboa,2006,7.1,63,196195
195,Underworld: Evolution,2006,6.7,36,183784
196,Saw III,2006,6.2,48,170833
197,The Last King of Scotland,2006,7.7,74,169181
198,Happy Feet,2006,6.4,77,162382
199,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,159397
200,The Hills Have Eyes,2006,6.4,52,152626
201,Over the Hedge,2006,6.7,67,152203
202,Letters from Iwo Jima,2006,7.9,89,148960
203,She's the Man,2006,6.3,45,140273
204,Idiocracy,2006,6.6,66,136639
205,The Departed,2006,8.5,85,1118657
206,The Prestige,2006,8.5,66,1109443
207,300,2006,7.6,52,708087
208,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,628859
209,Pan's Labyrinth,2006,8.2,98,589619
210,Casino Royale,2006,8.0,80,553869
211,Blood Diamond,2006,8.0,64,475353
212,X-Men: The Last Stand,2006,6.7,58,465759
213,Children of Men,2006,7.9,84,440940
214,Little Miss Sunshine,2006,7.8,80,420537
215,The Pursuit of Happyness,2006,8.0,64,420148
216,The Da Vinci Code,2006,6.6,46,382755
217,The Devil Wears Prada,2006,6.9,62,350908
218,Cars,2006,7.1,73,344567
219,The Illusionist,2006,7.6,68,343398
220,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,339751
221,The Lives of Others,2006,8.4,89,336301
222,Inside Man,2006,7.6,76,321832
223,Mission: Impossible III,2006,6.9,66,315594
224,Night at the Museum,2006,6.4,48,297556
225,Lucky Number Slevin,2006,7.7,53,292298
226,Click,2006,6.4,45,291788
227,Deja Vu,2006,7.0,59,282521
228,Babel,2006,7.4,69,278932
229,Apocalypto,2006,7.8,68,277054
230,Superman Returns,2006,6.0,72,264592
231,Ice Age: The Meltdown,2006,6.8,58,243622
232,The Holiday,2006,6.9,52,230330
233,The Fast and the Furious: Tokyo Drift,2006,6.0,45,227667
234,Crank,2006,6.9,57,226559
235,Perfume: The Story of a Murderer,2006,7.5,56,225312
236,The Fountain,2006,7.2,51,220456
237,Stranger Than Fiction,2006,7.6,67,211421
238,Silent Hill,2006,6.5,31,207186
239,Rocky Balboa,2006,7.1,63,196195
240,Underworld: Evolution,2006,6.7,36,183784
241,Saw III,2006,6.2,48,170833
242,The Last King of Scotland,2006,7.7,74,169181
243,Happy Feet,2006,6.4,77,162382
244,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,159397
245,The Hills Have Eyes,2006,6.4,52,152626
246,Over the Hedge,2006,6.7,67,152203
247,Letters from Iwo Jima,2006,7.9,89,148960
248,She's the Man,2006,6.3,45,140273
249,Idiocracy,2006,6.6,66,136639
250,The Departed,2006,8.5,85,1118657
251,The Prestige,2006,8.5,66,1109443
252,300,2006,7.6,52,708087
253,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,628859
254,Pan's Labyrinth,2006,8.2,98,589619
255,Casino Royale,2006,8.0,80,553869
256,Blood Diamond,2006,8.0,64,475353
257,X-Men: The Last Stand,2006,6.7,58,465759
258,Children of Men,2006,7.9,84,440940
259,Little Miss Sunshine,2006,7.8,80,420537
260,The Pursuit of Happyness,2006,8.0,64,420148
261,The Da Vinci Code,2006,6.6,46,382755
262,The Devil Wears Prada,2006,6.9,62,350908
263,Cars,2006,7.1,73,344567
264,The Illusionist,2006,7.6,68,343398
265,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,339751
266,The Lives of Others,2006,8.4,89,336301
267,Inside Man,2006,7.6,76,321832
268,Mission: Impossible III,2006,6.9,66,315594
269,Night at the Museum,2006,6.4,48,297556
270,Lucky Number Slevin,2006,7.7,53,292298
271,Click,2006,6.4,45,291788
272,Deja Vu,2006,7.0,59,282521
273,Babel,2006,7.4,69,278932
274,Apocalypto,2006,7.8,68,277054
275,Superman Returns,2006,6.0,72,264592
276,Ice Age: The Meltdown,2006,6.8,58,243622
277,The Holiday,2006,6.9,52,230330
278,The Fast and the Furious: Tokyo Drift,2006,6.0,45,227667
279,Crank,2006,6.9,57,226559
280,Perfume: The Story of a Murderer,2006,7.5,56,225312
281,The Fountain,2006,7.2,51,220456
282,Stranger Than Fiction,2006,7.6,67,211421
283,Silent Hill,2006,6.5,31,207186
284,Rocky Balboa,2006,7.1,63,196195
285,Underworld: Evolution,2006,6.7,36,183784
286,Saw III,2006,6.2,48,170833
287,The Last King of Scotland,2006,7.7,74,169181
288,Happy Feet,2006,6.4,77,162382
289,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,159397
290,The Hills Have Eyes,2006,6.4,52,152626
291,Over the Hedge,2006,6.7,67,152203
292,Letters from Iwo Jima,2006,7.9,89,148960
293,She's the Man,2006,6.3,45,140273
294,Idiocracy,2006,6.6,66,136639
295,The Departed,2006,8.5,85,1118657
296,The Prestige,2006,8.5,66,1109443
297,300,2006,7.6,52,708087
298,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,628859
299,Pan's Labyrinth,2006,8.2,98,589619
300,Casino Royale,2006,8.0,80,553869
301,Blood Diamond,2006,8.0,64,475353
302,X-Men: The Last Stand,2006,6.7,58,465759
303,Children of Men,2006,7.9,84,440940
304,Little Miss Sunshine,2006,7.8,80,420537
305,The Pursuit of Happyness,2006,8.0,64,420148
306,The Da Vinci Code,2006,6.6,46,382755
307,The Devil Wears Prada,2006,6.9,62,350908
308,Cars,2006,7.1,73,344567
309,The Illusionist,2006,7.6,68,343398
310,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,339751
311,The Lives of Others,2006,8.4,89,336301
312,Inside Man,2006,7.6,76,321832
313,Mission: Impossible III,2006,6.9,66,315594
314,Night at the Museum,2006,6.4,48,297556
315,Lucky Number Slevin,2006,7.7,53,292298
316,Click,2006,6.4,45,291788
317,Deja Vu,2006,7.0,59,282521
318,Babel,2006,7.4,69,278932
319,Apocalypto,2006,7.8,68,277054
320,Superman Returns,2006,6.0,72,264592
321,Ice Age: The Meltdown,2006,6.8,58,243622
322,The Holiday,2006,6.9,52,230330
323,The Fast and the Furious: Tokyo Drift,2006,6.0,45,227667
324,Crank,2006,6.9,57,226559
325,Perfume: The Story of a Murderer,2006,7.5,56,225312
326,The Fountain,2006,7.2,51,220456
327,Stranger Than Fiction,2006,7.6,67,211421
328,Silent Hill,2006,6.5,31,207186
329,Rocky Balboa,2006,7.1,63,196195
330,Underworld: Evolution,2006,6.7,36,183784
331,Saw III,2006,6.2,48,170833
332,The Last King of Scotland,2006,7.7,74,169181
333,Happy Feet,2006,6.4,77,162382
334,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,159397
335,The Hills Have Eyes,2006,6.4,52,152626
336,Over the Hedge,2006,6.7,67,152203
337,Letters from Iwo Jima,2006,7.9,89,148960
338,She's the Man,2006,6.3,45,140273
339,Idiocracy,2006,6.6,66,136639
340,No Country for Old Men,2007,8.1,91,797079
341,I Am Legend,2007,7.2,65,653063
342,Ratatouille,2007,8.0,96,603536
343,The Bourne Ultimatum,2007,8.0,85,588262
344,Transformers,2007,7.0,61,579683
345,Pirates of the Caribbean: At World's End,2007,7.1,50,571187
346,Into the Wild,2007,8.1,73,540800
347,Superbad,2007,7.6,76,498148
348,There Will Be Blood,2007,8.2,93,481770
349,Spider-Man 3,2007,6.2,59,476627
350,Juno,2007,7.4,81,475111
351,Harry Potter and the Order of the Phoenix,2007,7.5,71,473921
352,Hot Fuzz,2007,7.8,81,440029
353,Zodiac,2007,7.7,78,415897
354,Live Free or Die Hard,2007,7.1,69,378090
355,American Gangster,2007,7.8,76,375895
356,Knocked Up,2007,6.9,85,338777
357,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,83,330355
358,Ocean's Thirteen,2007,6.9,62,305609
359,The Simpsons Movie,2007,7.3,80,299083
360,Shooter,2007,7.2,53,298601
361,3:10 to Yuma,2007,7.7,76,276661
362,The Mist,2007,7.1,58,268510
363,Shrek the Third,2007,6.0,58,265926
364,28 Weeks Later,2007,7.0,78,247808
365,1408,2007,6.8,64,247105
366,Stardust,2007,7.6,66,244387
367,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,243769
368,Gone Baby Gone,2007,7.6,72,239758
369,Atonement,2007,7.8,85,235293
370,Sunshine,2007,7.2,64,224941
371,The Bucket List,2007,7.4,42,220447
372,Eastern Promises,2007,7.6,82,218961
373,Ghost Rider,2007,5.2,35,214766
374,Paranormal Activity,2007,6.3,68,212749
375,Disturbia,2007,6.8,62,211482
376,National Treasure: Book of Secrets,2007,6.5,48,210532
377,P.S. I Love You,2007,7.0,39,194769
378,Resident Evil: Extinction,2007,6.3,41,177081
379,Fracture,2007,7.2,68,175994
380,Grindhouse,2007,7.5,77,173480
381,The Golden Compass,2007,6.1,51,173419
382,The Darjeeling Limited,2007,7.2,67,170525
383,Enchanted,2007,7.0,75,169677
384,No Country for Old Men,2007,8.1,91,797079
385,I Am Legend,2007,7.2,65,653063
386,Ratatouille,2007,8.0,96,603536
387,The Bourne Ultimatum,2007,8.0,85,588262
388,Transformers,2007,7.0,61,579683
389,Pirates of the Caribbean: At World's End,2007,7.1,50,571187
390,Into the Wild,2007,8.1,73,540800
391,Superbad,2007,7.6,76,498148
392,There Will Be Blood,2007,8.2,93,481770
393,Spider-Man 3,2007,6.2,59,476627
394,Juno,2007,7.4,81,475111
395,Harry Potter and the Order of the Phoenix,2007,7.5,71,473921
396,Hot Fuzz,2007,7.8,81,440029
397,Zodiac,2007,7.7,78,415897
398,Live Free or Die Hard,2007,7.1,69,378090
399,American Gangster,2007,7.8,76,375895
400,Knocked Up,2007,6.9,85,338777
401,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,83,330355
402,Ocean's Thirteen,2007,6.9,62,305609
403,The Simpsons Movie,2007,7.3,80,299083
404,Shooter,2007,7.2,53,298601
405,3:10 to Yuma,2007,7.7,76,276661
406,The Mist,2007,7.1,58,268510
407,Shrek the Third,2007,6.0,58,265926
408,28 Weeks Later,2007,7.0,78,247808
409,1408,2007,6.8,64,247105
410,Stardust,2007,7.6,66,244387
411,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,243769
412,Gone Baby Gone,2007,7.6,72,239758
413,Atonement,2007,7.8,85,235293
414,Sunshine,2007,7.2,64,224941
415,The Bucket List,2007,7.4,42,220447
416,Eastern Promises,2007,7.6,82,218961
417,Ghost Rider,2007,5.2,35,214766
418,Paranormal Activity,2007,6.3,68,212749
419,Disturbia,2007,6.8,62,211482
420,National Treasure: Book of Secrets,2007,6.5,48,210532
421,P.S. I Love You,2007,7.0,39,194769
422,Resident Evil: Extinction,2007,6.3,41,177081
423,Fracture,2007,7.2,68,175994
424,Grindhouse,2007,7.5,77,173480
425,The Golden Compass,2007,6.1,51,173419
426,The Darjeeling Limited,2007,7.2,67,170525
427,Enchanted,2007,7.0,75,169677
428,No Country for Old Men,2007,8.1,91,797079
429,I Am Legend,2007,7.2,65,653063
430,Ratatouille,2007,8.0,96,603536
431,The Bourne Ultimatum,2007,8.0,85,588262
432,Transformers,2007,7.0,61,579683
433,Pirates of the Caribbean: At World's End,2007,7.1,50,571187
434,Into the Wild,2007,8.1,73,540800
435,Superbad,2007,7.6,76,498148
436,There Will Be Blood,2007,8.2,93,481770
437,Spider-Man 3,2007,6.2,59,476627
438,Juno,2007,7.4,81,475111
439,Harry Potter and the Order of the Phoenix,2007,7.5,71,473921
440,Hot Fuzz,2007,7.8,81,440029
441,Zodiac,2007,7.7,78,415897
442,Live Free or Die Hard,2007,7.1,69,378090
443,American Gangster,2007,7.8,76,375895
444,Knocked Up,2007,6.9,85,338777
445,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,83,330355
446,Ocean's Thirteen,2007,6.9,62,305609
447,The Simpsons Movie,2007,7.3,80,299083
448,Shooter,2007,7.2,53,298601
449,3:10 to Yuma,2007,7.7,76,276661
450,The Mist,2007,7.1,58,268510
451,Shrek the Third,2007,6.0,58,265926
452,28 Weeks Later,2007,7.0,78,247808
453,1408,2007,6.8,64,247105
454,Stardust,2007,7.6,66,244387
455,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,243769
456,Gone Baby Gone,2007,7.6,72,239758
457,Atonement,2007,7.8,85,235293
458,Sunshine,2007,7.2,64,224941
459,The Bucket List,2007,7.4,42,220447
460,Eastern Promises,2007,7.6,82,218961
461,Ghost Rider,2007,5.2,35,214766
462,Paranormal Activity,2007,6.3,68,212749
463,Disturbia,2007,6.8,62,211482
464,National Treasure: Book of Secrets,2007,6.5,48,210532
465,P.S. I Love You,2007,7.0,39,194769
466,Resident Evil: Extinction,2007,6.3,41,177081
467,Fracture,2007,7.2,68,175994
468,Grindhouse,2007,7.5,77,173480
469,The Golden Compass,2007,6.1,51,173419
470,The Darjeeling Limited,2007,7.2,67,170525
471,Enchanted,2007,7.0,75,169677
472,No Country for Old Men,2007,8.1,91,797079
473,I Am Legend,2007,7.2,65,653063
474,Ratatouille,2007,8.0,96,603536
475,The Bourne Ultimatum,2007,8.0,85,588262
476,Transformers,2007,7.0,61,579683
477,Pirates of the Caribbean: At World's End,2007,7.1,50,571187
478,Into the Wild,2007,8.1,73,540800
479,Superbad,2007,7.6,76,498148
480,There Will Be Blood,2007,8.2,93,481770
481,Spider-Man 3,2007,6.2,59,476627
482,Juno,2007,7.4,81,475111
483,Harry Potter and the Order of the Phoenix,2007,7.5,71,473921
484,Hot Fuzz,2007,7.8,81,440029
485,Zodiac,2007,7.7,78,415897
486,Live Free or Die Hard,2007,7.1,69,378090
487,American Gangster,2007,7.8,76,375895
488,Knocked Up,2007,6.9,85,338777
489,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,83,330355
490,Ocean's Thirteen,2007,6.9,62,305609
491,The Simpsons Movie,2007,7.3,80,299083
492,Shooter,2007,7.2,53,298601
493,3:10 to Yuma,2007,7.7,76,276661
494,The Mist,2007,7.1,58,268510
495,Shrek the Third,2007,6.0,58,265926
496,28 Weeks Later,2007,7.0,78,247808
497,1408,2007,6.8,64,247105
498,Stardust,2007,7.6,66,244387
499,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,243769
500,Gone Baby Gone,2007,7.6,72,239758
501,Atonement,2007,7.8,85,235293
502,Sunshine,2007,7.2,64,224941
503,The Bucket List,2007,7.4,42,220447
504,Eastern Promises,2007,7.6,82,218961
505,Ghost Rider,2007,5.2,35,214766
506,Paranormal Activity,2007,6.3,68,212749
507,Disturbia,2007,6.8,62,211482
508,National Treasure: Book of Secrets,2007,6.5,48,210532
509,P.S. I Love You,2007,7.0,39,194769
510,Resident Evil: Extinction,2007,6.3,41,177081
511,Fracture,2007,7.2,68,175994
512,Grindhouse,2007,7.5,77,173480
513,The Golden Compass,2007,6.1,51,173419
514,The Darjeeling Limited,2007,7.2,67,170525
515,Enchanted,2007,7.0,75,169677
516,The Dark Knight,2008,9.0,84,2170011
517,WALL·E,2008,8.4,95,943136
518,Iron Man,2008,7.9,79,896642
519,Slumdog Millionaire,2008,8.0,86,766350
520,Gran Torino,2008,8.1,72,688908
521,The Curious Case of Benjamin Button,2008,7.8,70,556576
522,Taken,2008,7.8,51,548397
523,Hancock,2008,6.4,49,425474
524,The Incredible Hulk,2008,6.7,61,415401
525,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.1,65,405520
526,Twilight,2008,5.2,56,404293
527,The Hurt Locker,2008,7.6,95,403498
528,Kung Fu Panda,2008,7.5,73,396447
529,Quantum of Solace,2008,6.6,58,387247
530,In Bruges,2008,7.9,67,373530
531,Tropic Thunder,2008,7.0,71,362200
532,Cloverfield,2008,7.0,64,359767
533,Wanted,2008,6.7,64,348258
534,Yes Man,2008,6.8,46,319482
535,Pineapple Express,2008,7.0,64,302777
536,Burn After Reading,2008,7.0,63,295544
537,The Wrestler,2008,7.9,81,281701
538,Jumper,2008,6.1,35,277894
539,Seven Pounds,2008,7.6,36,275541
540,Step Brothers,2008,6.9,51,255309
541,Forgetting Sarah Marshall,2008,7.1,67,253182
542,Hellboy II: The Golden Army,2008,7.0,78,248483
543,Vicky Cristina Barcelona,2008,7.1,70,232965
544,Changeling,2008,7.7,63,227615
545,RocknRolla,2008,7.3,53,224940
546,The Reader,2008,7.6,58,222457
547,21,2008,6.8,48,219793
548,Valkyrie,2008,7.1,56,219163
549,Role Models,2008,6.8,61,214590
550,Rambo,2008,7.0,46,210608
551,Body of Lies,2008,7.1,57,204530
552,Mamma Mia!,2008,6.4,51,202112
553,Ip Man,2008,8.0,59,201285
554,Let the Right One In,2008,7.9,82,198900
555,Get Smart,2008,6.5,54,195088
556,Madagascar: Escape 2 Africa,2008,6.6,61,192689
557,Death Race,2008,6.4,43,191635
558,The Happening,2008,5.0,34,189691
559,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,185192
560,Revolutionary Road,2008,7.3,69,184991
561,You Don't Mess with the Zohan,2008,5.5,54,182676
562,The Dark Knight,2008,9.0,84,2170011
563,WALL·E,2008,8.4,95,943136
564,Iron Man,2008,7.9,79,896642
565,Slumdog Millionaire,2008,8.0,86,766350
566,Gran Torino,2008,8.1,72,688908
567,The Curious Case of Benjamin Button,2008,7.8,70,556576
568,Taken,2008,7.8,51,548397
569,Hancock,2008,6.4,49,425474
570,The Incredible Hulk,2008,6.7,61,415401
571,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.1,65,405520
572,Twilight,2008,5.2,56,404293
573,The Hurt Locker,2008,7.6,95,403498
574,Kung Fu Panda,2008,7.5,73,396447
575,Quantum of Solace,2008,6.6,58,387247
576,In Bruges,2008,7.9,67,373530
577,Tropic Thunder,2008,7.0,71,362200
578,Cloverfield,2008,7.0,64,359767
579,Wanted,2008,6.7,64,348258
580,Yes Man,2008,6.8,46,319482
581,Pineapple Express,2008,7.0,64,302777
582,Burn After Reading,2008,7.0,63,295544
583,The Wrestler,2008,7.9,81,281701
584,Jumper,2008,6.1,35,277894
585,Seven Pounds,2008,7.6,36,275541
586,Step Brothers,2008,6.9,51,255309
587,Forgetting Sarah Marshall,2008,7.1,67,253182
588,Hellboy II: The Golden Army,2008,7.0,78,248483
589,Vicky Cristina Barcelona,2008,7.1,70,232965
590,Changeling,2008,7.7,63,227615
591,RocknRolla,2008,7.3,53,224940
592,The Reader,2008,7.6,58,222457
593,21,2008,6.8,48,219793
594,Valkyrie,2008,7.1,56,219163
595,Role Models,2008,6.8,61,214590
596,Rambo,2008,7.0,46,210608
597,Body of Lies,2008,7.1,57,204530
598,Mamma Mia!,2008,6.4,51,202112
599,Ip Man,2008,8.0,59,201285
600,Let the Right One In,2008,7.9,82,198900
601,Get Smart,2008,6.5,54,195088
602,Madagascar: Escape 2 Africa,2008,6.6,61,192689
603,Death Race,2008,6.4,43,191635
604,The Happening,2008,5.0,34,189691
